iter	MultiClass
173	0.3035943375
174	0.3027857001
175	0.301253375
176	0.2992660467
177	0.2981359147
178	0.297329624
179	0.2960802197
180	0.2948927704
181	0.2936036965
182	0.291893616
183	0.2907991648
184	0.2889742601
185	0.2873914431
186	0.2859145199
187	0.2849399133
188	0.2841842346
189	0.2826856608
190	0.2815198786
191	0.2801370471
192	0.2790416358
193	0.2776948174
194	0.2766151523
195	0.2758317944
196	0.2743190129
197	0.2734324024
198	0.2723516169
199	0.2716193316
200	0.2706163358
201	0.2687613047
202	0.2681247804
203	0.2662284915
204	0.2644159236
205	0.2639054348
206	0.2625195508
207	0.2615314834
208	0.2601735499
209	0.258938342
210	0.2579760178
211	0.2573767764
212	0.2564605671
213	0.2552736985
214	0.254324954
215	0.2531404825
216	0.2524678272
217	0.2518914444
218	0.2511535617
219	0.2507482161
220	0.2500686035
221	0.2491737564
222	0.2478818032
223	0.2470061345
224	0.2459215854
225	0.2450241735
226	0.2435774625
227	0.2428188373
228	0.2423949876
229	0.2417840349
230	0.2412220375
231	0.2399942538
232	0.2392618566
233	0.2382522482
234	0.2370363384
235	0.2360222483
236	0.2355801833
237	0.2348935487
238	0.2339847496
239	0.232906784
240	0.2322971717
241	0.2313948347
242	0.2302654979
243	0.2294071589
244	0.2287971034
245	0.228080477
246	0.226747444
247	0.2255861553
248	0.2248817393
249	0.2238557345
250	0.2232091957
251	0.2223676614
252	0.2219316472
253	0.220925378
254	0.2200666034
255	0.2192449962
256	0.218076422
257	0.2175442079
258	0.2171227256
259	0.2167473318
260	0.2163287323
261	0.2154578959
262	0.2146777998
263	0.2140282561
264	0.2138683754
265	0.2131193699
266	0.2127898279
267	0.2120493109
268	0.2112676268
269	0.210660415
270	0.2101139001
271	0.2095925179
272	0.2090334273
273	0.2085103632
274	0.2080772543
275	0.2073281069
276	0.2066425157
277	0.206238955
278	0.205575929
279	0.2048993115
280	0.204312106
281	0.2036518083
282	0.20291829
283	0.2024622666
284	0.2017099823
285	0.201223461
286	0.2009873471
287	0.200425871
288	0.1996750618
289	0.1989907065
290	0.198678983
291	0.1980654268
292	0.1974401219
293	0.1970017301
294	0.1965511876
295	0.195825528
296	0.1950865233
297	0.1945775923
298	0.1940745016
299	0.1935203127
300	0.1931020697
301	0.1928767248
302	0.1923888206
303	0.1916658818
304	0.1908075387
305	0.190395847
306	0.189821029
307	0.1892117759
308	0.1888008882
309	0.1884513389
310	0.1877903843
311	0.1872749632
312	0.1864672819
313	0.1860638164
314	0.1856979067
315	0.1854030144
316	0.184795531
317	0.1844292884
318	0.1837579775
319	0.1832344312
320	0.1829192963
321	0.1823851243
322	0.1818485773
323	0.1812098863
324	0.1806079811
325	0.1800815403
326	0.1799722196
327	0.1792852996
328	0.1789265741
329	0.1786115451
330	0.1780246933
331	0.1774033327
332	0.1771797024
333	0.1768098543
334	0.1764984044
335	0.1760001484
336	0.1751979661
337	0.1744508563
338	0.1739047193
339	0.1735140777
340	0.1729962164
341	0.1724164258
342	0.1719724209
343	0.1713851573
344	0.1710410656
345	0.1708983913
346	0.1706769182
347	0.1700698434
348	0.1698918297
349	0.1693072642
350	0.1690100643
351	0.1684842013
352	0.168311371
353	0.1679056426
354	0.1675138429
355	0.1668833626
356	0.1665738511
357	0.1662519126
358	0.1655810198
359	0.1653787013
360	0.1649215469
361	0.1645155771
362	0.1642594498
363	0.1638671342
364	0.1634065946
365	0.162992628
366	0.162654713
367	0.162313343
368	0.1618982
369	0.1615900968
370	0.1611371166
371	0.1608173236
372	0.1605431337
373	0.1600944416
374	0.1597780555
375	0.1593873849
376	0.1588106427
377	0.1585089524
378	0.1581277472
379	0.1579312501
380	0.1577783424
381	0.1572187102
382	0.1570214406
383	0.1567354695
384	0.1561618826
385	0.155799616
386	0.1555797907
387	0.1552560214
388	0.1548952139
389	0.1546947833
390	0.1545025989
391	0.1541605084
392	0.1536774401
393	0.1535636229
394	0.1532312109
395	0.1527506752
396	0.1526268003
397	0.1524719909
398	0.1520599595
399	0.151950531
400	0.1518006845
401	0.1512780026
402	0.1511429756
403	0.150705992
404	0.150371918
405	0.1501306062
406	0.1497951769
407	0.1493621084
408	0.1489755326
409	0.1488757973
410	0.1485403089
411	0.1481824968
412	0.1479344903
413	0.1476909234
414	0.1474484171
415	0.1470940562
416	0.1469205712
417	0.1466489589
418	0.1461057411
419	0.1457438139
420	0.1452979877
421	0.1450100589
422	0.1448646078
423	0.1447584577
424	0.1445504874
425	0.144167261
426	0.1439655444
427	0.1437174948
428	0.1434618948
429	0.1432177427
430	0.1429263043
431	0.142766314
432	0.1426265425
433	0.1424143565
434	0.1421987323
435	0.1420880785
436	0.1418979125
437	0.1415049051
438	0.1412599355
439	0.141023528
440	0.1406986865
441	0.1402930886
442	0.1401218551
443	0.1399496796
444	0.1396778072
445	0.139176227
446	0.1388588782
447	0.1385965495
448	0.1383153944
449	0.1381757937
450	0.1378913786
451	0.1376888618
452	0.1375293405
453	0.1372819649
454	0.1370930371
455	0.1367348538
456	0.1363834469
457	0.136157867
458	0.1357430532
459	0.1355115127
460	0.1352468468
461	0.1350762753
462	0.1347958628
463	0.1345146138
464	0.1340618628
465	0.1338693709
466	0.1336078233
467	0.133493789
468	0.1332642936
469	0.1330687687
470	0.1328950739
471	0.132581681
472	0.13254301
473	0.1324603749
474	0.1322852085
475	0.1320611553
476	0.1318685093
477	0.1316854055
478	0.1315249119
479	0.1314040949
480	0.1308636887
481	0.130597229
482	0.1303550793
483	0.1300908655
484	0.129918835
485	0.1296514486
486	0.1294775493
487	0.1293136367
488	0.1291513009
489	0.1289494326
490	0.1287757116
491	0.128363774
492	0.1282641304
493	0.1278905546
494	0.1277481669
495	0.1276076344
496	0.1275050763
497	0.1271516795
498	0.126871302
499	0.1266329385
