iter	Passed	Remaining
307	1366	852
308	1370	847
309	1375	843
310	1379	838
311	1385	834
312	1389	830
313	1394	826
314	1400	822
315	1404	817
316	1409	813
317	1413	809
318	1418	804
319	1422	799
320	1427	795
321	1431	791
322	1434	786
323	1439	781
324	1444	777
325	1450	774
326	1456	770
327	1461	766
328	1465	761
329	1472	758
330	1477	754
331	1482	750
332	1487	745
333	1490	741
334	1494	736
335	1500	732
336	1504	727
337	1507	722
338	1511	717
339	1515	713
340	1521	709
341	1527	705
342	1534	702
343	1540	698
344	1547	695
345	1553	691
346	1559	687
347	1562	682
348	1566	677
349	1570	673
350	1575	668
351	1578	663
352	1582	659
353	1586	654
354	1590	649
355	1593	644
356	1597	639
357	1600	634
358	1604	630
359	1608	625
360	1611	620
361	1615	615
362	1620	611
363	1624	606
364	1627	602
365	1631	597
366	1634	592
367	1638	587
368	1642	583
369	1645	578
370	1649	573
371	1653	569
372	1657	564
373	1660	559
374	1664	554
375	1668	550
376	1672	545
377	1676	541
378	1679	536
379	1683	531
380	1686	526
381	1690	522
382	1696	518
383	1699	513
384	1704	509
385	1708	504
386	1712	500
387	1717	495
388	1722	491
389	1725	486
390	1729	482
391	1735	478
392	1740	473
393	1744	469
394	1747	464
395	1751	460
396	1755	455
397	1760	451
398	1763	446
399	1767	441
400	1770	437
401	1774	432
402	1777	427
403	1781	423
404	1785	418
405	1788	414
406	1792	409
407	1796	404
408	1799	400
409	1805	396
410	1811	392
411	1815	387
412	1820	383
413	1824	378
414	1827	374
415	1832	370
416	1837	365
417	1841	361
418	1844	356
419	1848	352
420	1854	347
421	1860	343
422	1866	339
423	1870	335
424	1876	331
425	1882	326
426	1885	322
427	1888	317
428	1893	313
429	1900	309
430	1905	305
431	1909	300
432	1915	296
433	1920	292
434	1926	287
435	1929	283
436	1933	278
437	1939	274
438	1942	269
439	1946	265
440	1950	260
441	1953	256
442	1958	252
443	1965	247
444	1969	243
445	1974	239
446	1977	234
447	1982	230
448	1988	225
449	1993	221
450	1997	217
451	2001	212
452	2006	208
453	2011	203
454	2016	199
455	2022	195
456	2028	190
457	2033	186
458	2037	181
459	2040	177
460	2044	172
461	2048	168
462	2052	163
463	2056	159
464	2059	155
465	2063	150
466	2066	146
467	2070	141
468	2073	137
469	2077	132
470	2080	128
471	2084	123
472	2089	119
473	2094	114
474	2098	110
475	2102	105
476	2105	101
477	2109	97
478	2112	92
479	2116	88
480	2119	83
481	2123	79
482	2127	74
483	2131	70
484	2136	66
485	2141	61
486	2145	57
487	2150	52
488	2153	48
489	2157	44
490	2162	39
491	2166	35
492	2170	30
493	2174	26
494	2180	22
495	2185	17
496	2191	13
497	2197	8
498	2201	4
499	2205	0
