iter	Passed	Remaining
370	1045	363
371	1047	360
372	1050	357
373	1052	354
374	1055	351
375	1057	348
376	1060	345
377	1062	342
378	1065	340
379	1067	337
380	1070	334
381	1073	331
382	1075	328
383	1078	325
384	1080	322
385	1083	319
386	1085	317
387	1088	314
388	1090	311
389	1093	308
390	1095	305
391	1098	302
392	1100	299
393	1103	296
394	1107	294
395	1111	291
396	1116	289
397	1119	286
398	1122	284
399	1124	281
400	1127	278
401	1129	275
402	1132	272
403	1134	269
404	1136	266
405	1139	263
406	1141	260
407	1144	257
408	1146	255
409	1149	252
410	1151	249
411	1154	246
412	1156	243
413	1159	240
414	1161	237
415	1164	235
416	1166	232
417	1170	229
418	1172	226
419	1175	223
420	1178	221
421	1180	218
422	1183	215
423	1185	212
424	1187	209
425	1190	206
426	1193	203
427	1195	201
428	1198	198
429	1200	195
430	1203	192
431	1205	189
432	1208	186
433	1210	184
434	1213	181
435	1215	178
436	1218	175
437	1220	172
438	1223	169
439	1225	167
440	1228	164
441	1230	161
442	1233	158
443	1235	155
444	1238	153
445	1240	150
446	1243	147
447	1245	144
448	1248	141
449	1250	138
450	1253	136
451	1255	133
452	1258	130
453	1260	127
454	1263	124
455	1265	122
456	1267	119
457	1270	116
458	1273	113
459	1276	110
460	1278	108
461	1281	105
462	1283	102
463	1286	99
464	1288	96
465	1291	94
466	1293	91
467	1296	88
468	1299	85
469	1301	83
470	1304	80
471	1306	77
472	1309	74
473	1312	71
474	1314	69
475	1317	66
476	1319	63
477	1322	60
478	1324	58
479	1328	55
480	1330	52
481	1333	49
482	1335	47
483	1338	44
484	1341	41
485	1344	38
486	1346	35
487	1349	33
488	1353	30
489	1355	27
490	1358	24
491	1361	22
492	1365	19
493	1368	16
494	1371	13
495	1374	11
496	1377	8
497	1379	5
498	1382	2
499	1385	0
